,zip,name,naics,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,city,stabbr,cty_name
2058169,75072,"MCKINNEY, TX",624,4,0,0,0,0,0,0,0,0,0,MCKINNEY,TX,COLLIN
2058150,75072,"MCKINNEY, TX",611,6,5,0,0,0,0,0,0,0,0,MCKINNEY,TX,COLLIN
2058048,75071,"MCKINNEY, TX",813,27,14,4,4,5,0,0,0,0,0,MCKINNEY,TX,COLLIN
2057998,75071,"MCKINNEY, TX",624,17,7,0,6,3,0,0,0,0,0,MCKINNEY,TX,COLLIN
2057953,75071,"MCKINNEY, TX",611,24,16,0,5,0,0,0,0,0,0,MCKINNEY,TX,COLLIN
2057685,75070,"MCKINNEY, TX",813,25,16,4,4,0,0,0,0,0,0,MCKINNEY,TX,COLLIN
2057615,75070,"MCKINNEY, TX",624,38,14,3,8,11,0,0,0,0,0,MCKINNEY,TX,COLLIN
2057561,75070,"MCKINNEY, TX",611,46,26,9,6,5,0,0,0,0,0,MCKINNEY,TX,COLLIN
2057229,75069,"MCKINNEY, TX",813,37,22,9,3,0,0,0,0,0,0,MCKINNEY,TX,COLLIN
2057165,75069,"MCKINNEY, TX",624,22,12,5,3,0,0,0,0,0,0,MCKINNEY,TX,COLLIN
2057109,75069,"MCKINNEY, TX",611,17,9,4,0,0,0,0,0,0,0,MCKINNEY,TX,COLLIN
2056794,75068,"LITTLE ELM, TX",813,6,4,0,0,0,0,0,0,0,0,LITTLE ELM,TX,DENTON
2056746,75068,"LITTLE ELM, TX",624,18,9,0,3,5,0,0,0,0,0,LITTLE ELM,TX,DENTON
2056720,75068,"LITTLE ELM, TX",611,17,14,0,0,0,0,0,0,0,0,LITTLE ELM,TX,DENTON
2056564,75067,"LEWISVILLE, TX",813,36,25,4,5,0,0,0,0,0,0,LEWISVILLE,TX,DENTON
2056507,75067,"LEWISVILLE, TX",624,15,7,0,6,0,0,0,0,0,0,LEWISVILLE,TX,DENTON
2056461,75067,"LEWISVILLE, TX",611,23,14,0,5,3,0,0,0,0,0,LEWISVILLE,TX,DENTON
2056129,75065,"LAKE DALLAS, TX",813,8,0,3,3,0,0,0,0,0,0,LAKE DALLAS,TX,DENTON
2056113,75065,"LAKE DALLAS, TX",624,3,0,0,0,0,0,0,0,0,0,LAKE DALLAS,TX,DENTON
2056109,75065,"LAKE DALLAS, TX",611,3,0,0,0,0,0,0,0,0,0,LAKE DALLAS,TX,DENTON
2056027,75063,"IRVING, TX",813,22,7,4,3,4,0,0,0,0,0,IRVING,TX,DALLAS
2055976,75063,"IRVING, TX",624,18,6,0,9,0,0,0,0,0,0,IRVING,TX,DALLAS
2055932,75063,"IRVING, TX",611,17,6,4,0,0,3,0,0,0,0,IRVING,TX,DALLAS
2055574,75062,"IRVING, TX",813,40,22,8,7,0,0,0,0,0,0,IRVING,TX,DALLAS
2055524,75062,"IRVING, TX",624,18,7,3,3,4,0,0,0,0,0,IRVING,TX,DALLAS
2055480,75062,"IRVING, TX",611,25,14,0,4,0,3,0,0,0,0,IRVING,TX,DALLAS
2055154,75061,"IRVING, TX",813,42,29,8,3,0,0,0,0,0,0,IRVING,TX,DALLAS
2055110,75061,"IRVING, TX",624,11,4,3,4,0,0,0,0,0,0,IRVING,TX,DALLAS
2055078,75061,"IRVING, TX",611,10,3,0,0,3,0,0,0,0,0,IRVING,TX,DALLAS
2054809,75060,"IRVING, TX",813,22,14,4,0,3,0,0,0,0,0,IRVING,TX,DALLAS
2054773,75060,"IRVING, TX",624,7,4,0,0,0,0,0,0,0,0,IRVING,TX,DALLAS
2054754,75060,"IRVING, TX",611,5,3,0,0,0,0,0,0,0,0,IRVING,TX,DALLAS
2054588,75058,"GUNTER, TX",813,4,3,0,0,0,0,0,0,0,0,GUNTER,TX,GRAYSON
2054555,75057,"LEWISVILLE, TX",813,14,9,4,0,0,0,0,0,0,0,LEWISVILLE,TX,DENTON
2054510,75057,"LEWISVILLE, TX",624,3,3,0,0,0,0,0,0,0,0,LEWISVILLE,TX,DENTON
2054471,75057,"LEWISVILLE, TX",611,15,6,0,0,0,0,3,0,0,0,LEWISVILLE,TX,DENTON
2054210,75056,"THE COLONY, TX",813,17,12,0,0,0,0,0,0,0,0,THE COLONY,TX,DENTON
2054144,75056,"THE COLONY, TX",624,21,6,6,5,4,0,0,0,0,0,THE COLONY,TX,DENTON
2054107,75056,"THE COLONY, TX",611,26,16,6,0,0,0,0,0,0,0,THE COLONY,TX,DENTON
2053838,75054,"GRAND PRAIRIE, TX",813,5,4,0,0,0,0,0,0,0,0,GRAND PRAIRIE,TX,DALLAS
2053756,75053,"GRAND PRAIRIE, TX",813,3,0,0,0,0,0,0,0,0,0,GRAND PRAIRIE,TX,DALLAS
2053741,75052,"GRAND PRAIRIE, TX",813,27,15,6,0,0,0,0,0,0,0,GRAND PRAIRIE,TX,DALLAS
2053679,75052,"GRAND PRAIRIE, TX",624,22,7,4,8,0,0,0,0,0,0,GRAND PRAIRIE,TX,DALLAS
2053649,75052,"GRAND PRAIRIE, TX",611,8,3,0,0,0,0,0,0,0,0,GRAND PRAIRIE,TX,DALLAS
2053385,75051,"GRAND PRAIRIE, TX",813,31,20,5,3,0,0,0,0,0,0,GRAND PRAIRIE,TX,DALLAS
2053349,75051,"GRAND PRAIRIE, TX",624,10,5,0,0,0,0,0,0,0,0,GRAND PRAIRIE,TX,DALLAS
2053328,75051,"GRAND PRAIRIE, TX",611,3,0,0,0,0,0,0,0,0,0,GRAND PRAIRIE,TX,DALLAS
2053130,75050,"GRAND PRAIRIE, TX",813,30,22,6,0,0,0,0,0,0,0,GRAND PRAIRIE,TX,DALLAS
2053071,75050,"GRAND PRAIRIE, TX",624,11,7,0,0,0,0,0,0,0,0,GRAND PRAIRIE,TX,DALLAS
2053044,75050,"GRAND PRAIRIE, TX",611,11,5,3,0,0,0,0,0,0,0,GRAND PRAIRIE,TX,DALLAS
2052640,75049,"GARLAND, TX",813,3,3,0,0,0,0,0,0,0,0,GARLAND,TX,DALLAS
2052634,75048,"SACHSE, TX",813,8,4,3,0,0,0,0,0,0,0,SACHSE,TX,DALLAS
2052599,75048,"SACHSE, TX",624,6,0,0,0,4,0,0,0,0,0,SACHSE,TX,DALLAS
2052580,75048,"SACHSE, TX",611,8,5,0,0,0,0,0,0,0,0,SACHSE,TX,DALLAS
2052465,75044,"GARLAND, TX",813,18,11,5,0,0,0,0,0,0,0,GARLAND,TX,DALLAS
2052437,75044,"GARLAND, TX",624,12,0,3,8,0,0,0,0,0,0,GARLAND,TX,DALLAS
2052410,75044,"GARLAND, TX",611,11,6,0,0,0,0,0,0,0,0,GARLAND,TX,DALLAS
2052265,75043,"GARLAND, TX",813,36,26,7,3,0,0,0,0,0,0,GARLAND,TX,DALLAS
2052227,75043,"GARLAND, TX",624,14,4,0,6,3,0,0,0,0,0,GARLAND,TX,DALLAS
2052195,75043,"GARLAND, TX",611,11,9,0,0,0,0,0,0,0,0,GARLAND,TX,DALLAS
2052043,75042,"GARLAND, TX",813,23,18,3,0,0,0,0,0,0,0,GARLAND,TX,DALLAS
2051999,75042,"GARLAND, TX",624,11,0,4,5,0,0,0,0,0,0,GARLAND,TX,DALLAS
2051976,75042,"GARLAND, TX",611,6,4,0,0,0,0,0,0,0,0,GARLAND,TX,DALLAS
2051736,75041,"GARLAND, TX",813,29,21,5,0,3,0,0,0,0,0,GARLAND,TX,DALLAS
2051699,75041,"GARLAND, TX",624,5,0,0,0,0,0,0,0,0,0,GARLAND,TX,DALLAS
2051676,75041,"GARLAND, TX",611,9,3,0,0,0,0,0,0,0,0,GARLAND,TX,DALLAS
2051390,75040,"GARLAND, TX",813,48,28,8,7,3,0,0,0,0,0,GARLAND,TX,DALLAS
2051338,75040,"GARLAND, TX",624,27,7,4,7,6,3,0,0,0,0,GARLAND,TX,DALLAS
2051310,75040,"GARLAND, TX",611,12,9,0,0,0,0,0,0,0,0,GARLAND,TX,DALLAS
2051042,75039,"IRVING, TX",813,18,8,0,6,3,0,0,0,0,0,IRVING,TX,DALLAS
2051002,75039,"IRVING, TX",624,8,3,0,0,0,0,0,0,0,0,IRVING,TX,DALLAS
2050970,75039,"IRVING, TX",611,12,6,0,0,0,0,0,0,0,0,IRVING,TX,DALLAS
2050747,75038,"IRVING, TX",813,13,4,0,3,0,0,0,0,0,0,IRVING,TX,DALLAS
2050713,75038,"IRVING, TX",624,5,0,0,0,0,0,0,0,0,0,IRVING,TX,DALLAS
2050686,75038,"IRVING, TX",611,12,5,0,3,0,0,0,0,0,0,IRVING,TX,DALLAS
2050426,75036,"FRISCO, TX",813,4,0,0,0,0,0,0,0,0,0,FRISCO,TX,DENTON
2050401,75036,"FRISCO, TX",624,7,5,0,0,0,0,0,0,0,0,FRISCO,TX,DENTON
2050379,75036,"FRISCO, TX",611,6,5,0,0,0,0,0,0,0,0,FRISCO,TX,DENTON
2050272,75035,"FRISCO, TX",813,21,14,3,0,0,0,0,0,0,0,FRISCO,TX,COLLIN
2050224,75035,"FRISCO, TX",624,36,17,4,7,8,0,0,0,0,0,FRISCO,TX,COLLIN
2050180,75035,"FRISCO, TX",611,36,27,4,0,0,0,0,0,0,0,FRISCO,TX,COLLIN
2049949,75034,"FRISCO, TX",813,43,23,6,3,5,4,0,0,0,0,FRISCO,TX,DENTON
2049871,75034,"FRISCO, TX",624,31,13,3,5,8,0,0,0,0,0,FRISCO,TX,DENTON
2049811,75034,"FRISCO, TX",611,74,40,17,8,7,0,0,0,0,0,FRISCO,TX,DENTON
2049385,75033,"FRISCO, TX",813,9,3,3,0,3,0,0,0,0,0,FRISCO,TX,DENTON
2049332,75033,"FRISCO, TX",624,15,4,3,0,7,0,0,0,0,0,FRISCO,TX,DENTON
2049284,75033,"FRISCO, TX",611,34,16,6,10,0,0,0,0,0,0,FRISCO,TX,DENTON
2049066,75032,"ROCKWALL, TX",813,16,8,6,0,0,0,0,0,0,0,ROCKWALL,TX,ROCKWALL
2049012,75032,"ROCKWALL, TX",624,12,5,0,0,3,0,0,0,0,0,ROCKWALL,TX,ROCKWALL
2048975,75032,"ROCKWALL, TX",611,11,5,0,3,0,0,0,0,0,0,ROCKWALL,TX,ROCKWALL
2048747,75030,"ROWLETT, TX",813,5,0,0,0,0,0,0,0,0,0,ROWLETT,TX,DALLAS
2048734,75028,"FLOWER MOUND, TX",813,31,17,3,4,0,4,0,0,0,0,FLOWER MOUND,TX,DENTON
2048682,75028,"FLOWER MOUND, TX",624,26,9,0,9,6,0,0,0,0,0,FLOWER MOUND,TX,DENTON
2048631,75028,"FLOWER MOUND, TX",611,45,23,7,9,5,0,0,0,0,0,FLOWER MOUND,TX,DENTON
2048353,75027,"FLOWER MOUND, TX",624,3,0,0,0,0,0,0,0,0,0,FLOWER MOUND,TX,DENTON
2048337,75025,"PLANO, TX",813,13,10,0,0,0,0,0,0,0,0,PLANO,TX,COLLIN
2048306,75025,"PLANO, TX",624,11,8,0,0,0,0,0,0,0,0,PLANO,TX,COLLIN
2048276,75025,"PLANO, TX",611,27,20,4,3,0,0,0,0,0,0,PLANO,TX,COLLIN
2048085,75024,"PLANO, TX",813,24,11,4,3,4,0,0,0,0,0,PLANO,TX,COLLIN
2048018,75024,"PLANO, TX",624,28,5,7,8,6,0,0,0,0,0,PLANO,TX,COLLIN
2047963,75024,"PLANO, TX",611,37,23,5,4,4,0,0,0,0,0,PLANO,TX,COLLIN
2047579,75023,"PLANO, TX",813,29,16,4,3,3,0,0,0,0,0,PLANO,TX,COLLIN
2047526,75023,"PLANO, TX",624,23,10,6,5,0,0,0,0,0,0,PLANO,TX,COLLIN
2047480,75023,"PLANO, TX",611,34,17,6,9,0,0,0,0,0,0,PLANO,TX,COLLIN
2047251,75022,"FLOWER MOUND, TX",813,11,10,0,0,0,0,0,0,0,0,FLOWER MOUND,TX,DENTON
2047207,75022,"FLOWER MOUND, TX",624,12,4,0,4,3,0,0,0,0,0,FLOWER MOUND,TX,DENTON
2047179,75022,"FLOWER MOUND, TX",611,20,12,0,3,0,0,0,0,0,0,FLOWER MOUND,TX,DENTON
2047021,75021,"DENISON, TX",813,7,5,0,0,0,0,0,0,0,0,DENISON,TX,GRAYSON
2046976,75020,"DENISON, TX",813,25,15,5,5,0,0,0,0,0,0,DENISON,TX,GRAYSON
2046940,75020,"DENISON, TX",624,16,5,4,6,0,0,0,0,0,0,DENISON,TX,GRAYSON
2046771,75019,"COPPELL, TX",813,31,15,5,5,4,0,0,0,0,0,COPPELL,TX,DALLAS
2046715,75019,"COPPELL, TX",624,23,8,0,7,4,0,0,0,0,0,COPPELL,TX,DALLAS
2046658,75019,"COPPELL, TX",611,38,22,5,3,6,0,0,0,0,0,COPPELL,TX,DALLAS
2046335,75015,"IRVING, TX",813,3,3,0,0,0,0,0,0,0,0,IRVING,TX,DALLAS
2046323,75013,"ALLEN, TX",813,21,12,0,3,3,0,0,0,0,0,ALLEN,TX,COLLIN
2046263,75013,"ALLEN, TX",624,27,11,4,4,7,0,0,0,0,0,ALLEN,TX,COLLIN
2046213,75013,"ALLEN, TX",611,38,25,6,4,3,0,0,0,0,0,ALLEN,TX,COLLIN
2045926,75011,"CARROLLTON, TX",813,3,0,0,0,0,0,0,0,0,0,CARROLLTON,TX,DALLAS
2045909,75010,"CARROLLTON, TX",813,22,12,4,0,4,0,0,0,0,0,CARROLLTON,TX,DENTON
2045864,75010,"CARROLLTON, TX",624,14,6,0,4,0,0,0,0,0,0,CARROLLTON,TX,DENTON
2045817,75010,"CARROLLTON, TX",611,23,15,4,3,0,0,0,0,0,0,CARROLLTON,TX,DENTON
2045633,75009,"CELINA, TX",813,12,5,5,0,0,0,0,0,0,0,CELINA,TX,COLLIN
2045590,75009,"CELINA, TX",611,5,4,0,0,0,0,0,0,0,0,CELINA,TX,COLLIN
2045476,75007,"CARROLLTON, TX",813,38,30,0,0,3,0,0,0,0,0,CARROLLTON,TX,DENTON
2045421,75007,"CARROLLTON, TX",624,21,9,0,9,0,0,0,0,0,0,CARROLLTON,TX,DENTON
2045380,75007,"CARROLLTON, TX",611,27,19,0,5,0,0,0,0,0,0,CARROLLTON,TX,DENTON
2045057,75006,"CARROLLTON, TX",813,50,34,10,3,0,0,0,0,0,0,CARROLLTON,TX,DALLAS
2044982,75006,"CARROLLTON, TX",624,18,5,6,5,0,0,0,0,0,0,CARROLLTON,TX,DALLAS
2044935,75006,"CARROLLTON, TX",611,29,14,4,7,3,0,0,0,0,0,CARROLLTON,TX,DALLAS
2044436,75002,"ALLEN, TX",813,37,24,4,0,6,0,0,0,0,0,ALLEN,TX,COLLIN
2044379,75002,"ALLEN, TX",624,30,9,6,9,6,0,0,0,0,0,ALLEN,TX,COLLIN
2044331,75002,"ALLEN, TX",611,32,13,6,6,6,0,0,0,0,0,ALLEN,TX,COLLIN
2044060,75001,"ADDISON, TX",813,20,17,0,0,0,0,0,0,0,0,ADDISON,TX,DALLAS
2043999,75001,"ADDISON, TX",624,15,8,0,3,0,0,0,0,0,0,ADDISON,TX,DALLAS
2043960,75001,"ADDISON, TX",611,26,10,5,4,6,0,0,0,0,0,ADDISON,TX,DALLAS
